,destination,lines,origin,route,transfers,transferstations
a559bf76-7e25-11e9-89fb-7831c1d08f6a,Vijzelgracht,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht']",0,[]
a55b2dde-7e25-11e9-826e-7831c1d08f6a,Amstelveenseweg,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg']",1,['Station Zuid']
a55db7ca-7e25-11e9-928b-7831c1d08f6a,Waterlooplein,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",0,[]
a55ee1c2-7e25-11e9-93b5-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
a563130a-7e25-11e9-9492-7831c1d08f6a,Noord,"['metro54', 'metro52']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Centraal Station']
a564d37a-7e25-11e9-94ce-7831c1d08f6a,Amstelveenseweg,['metro51'],Station Zuid,"['Station Zuid', 'Amstelveenseweg']",0,[]
a5666c26-7e25-11e9-b23a-7831c1d08f6a,Station Zuid,"['metro53', 'metro50', 'metro51']",Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']",2,"['Van der Madeweg', 'Overamstel']"
a56a2cda-7e25-11e9-92f5-7831c1d08f6a,Station Duivendrecht,['metro54'],Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht']",0,[]
a56bad94-7e25-11e9-99bb-7831c1d08f6a,Vijzelgracht,"['metro54', 'metro52']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin', 'Vijzelgracht']",1,['Centraal Station']
a56ccb7a-7e25-11e9-a4e5-7831c1d08f6a,Rokin,['metro52'],Centraal Station,"['Centraal Station', 'Rokin']",0,[]
a56e4b26-7e25-11e9-b0b4-7831c1d08f6a,Amstelstation,"['metro52', 'metro54']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",1,['Centraal Station']
a57120e4-7e25-11e9-8aff-7831c1d08f6a,Waterlooplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",1,['Centraal Station']
a5744580-7e25-11e9-bb99-7831c1d08f6a,Bullewijk,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Centraal Station']
a5788bd8-7e25-11e9-9f8a-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Gaasperplas,"['Gaasperplas', 'Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
a57ba0c8-7e25-11e9-8259-7831c1d08f6a,Strandvliet,['metro54'],Spaklerweg,"['Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet']",0,[]
a57c979e-7e25-11e9-b1f7-7831c1d08f6a,Station Zuid,['metro52'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
a5802df0-7e25-11e9-a264-7831c1d08f6a,De Boelelaan/VU,"['metro52', 'metro51', 'tram24']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum', 'De Boelelaan/VU']",2,"['Station Zuid', 'Amstelveenseweg']"
a5803e1c-7e25-11e9-839f-7831c1d08f6a,Bullewijk,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk']",0,[]
a5834e2c-7e25-11e9-9474-7831c1d08f6a,Station Sloterdijk,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Station Zuid']
a5842f5e-7e25-11e9-b3b3-7831c1d08f6a,Centraal Station,['metro54'],Waterlooplein,"['Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a584e070-7e25-11e9-a270-7831c1d08f6a,Centraal Station,['metro52'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",0,[]
a5866166-7e25-11e9-bbfe-7831c1d08f6a,Station Zuid,"['metro50', 'metro51']",Van der Madeweg,"['Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Overamstel']
a588b7b8-7e25-11e9-a8d9-7831c1d08f6a,Weesperplein,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",0,[]
a58f9a24-7e25-11e9-958b-7831c1d08f6a,Station Zuid,"['metro53', 'metro50', 'metro51']",Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']",2,"['Van der Madeweg', 'Overamstel']"
a5907958-7e25-11e9-9063-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a59087e2-7e25-11e9-bd88-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']",0,[]
a59115f4-7e25-11e9-91fc-7831c1d08f6a,De Pijp,"['metro54', 'tram12']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp']",1,['Amstelstation']
a595bd00-7e25-11e9-a59f-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
a5976634-7e25-11e9-8056-7831c1d08f6a,Amstelstation,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
a59b4a18-7e25-11e9-9452-7831c1d08f6a,Henk Sneevlietweg,"['metro54', 'metro51']",Wibautstraat,"['Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Spaklerweg']
a59c73e8-7e25-11e9-88a3-7831c1d08f6a,Centraal Station,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a59d7c86-7e25-11e9-8341-7831c1d08f6a,Centraal Station,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5a175b4-7e25-11e9-aae9-7831c1d08f6a,Henk Sneevlietweg,"['metro54', 'metro51']",Nieuwmarkt,"['Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Spaklerweg']
a5a537b4-7e25-11e9-8d8b-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
a5a5e20c-7e25-11e9-b549-7831c1d08f6a,De Pijp,"['metro54', 'tram12']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp']",1,['Amstelstation']
a5a8893a-7e25-11e9-9e6c-7831c1d08f6a,Europaplein,"['metro50', 'metro51', 'metro52']",Van der Madeweg,"['Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein']",2,"['Overamstel', 'Station Zuid']"
a5a96508-7e25-11e9-811e-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Station RAI,"['Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a5aa1bcc-7e25-11e9-9fca-7831c1d08f6a,Vijzelgracht,"['tram12', 'metro52']",Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Vijzelgracht']",1,['De Pijp']
a5ad1e28-7e25-11e9-934d-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
a5af38fa-7e25-11e9-93c9-7831c1d08f6a,Wibautstraat,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']",1,['Spaklerweg']
a5b050b6-7e25-11e9-83d1-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a5b35586-7e25-11e9-8803-7831c1d08f6a,Henk Sneevlietweg,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Station Zuid']
a5b6f812-7e25-11e9-ac57-7831c1d08f6a,Station Bijlmer ArenA,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Spaklerweg']
a5b7f4f6-7e25-11e9-8e16-7831c1d08f6a,Centraal Station,['metro54'],Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5b97452-7e25-11e9-ab4e-7831c1d08f6a,Overamstel,['metro51'],Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel']",0,[]
a5bb0240-7e25-11e9-ae4e-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a5bbd30a-7e25-11e9-a387-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Heemstedestraat,"['Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a5bf1d08-7e25-11e9-bd45-7831c1d08f6a,Station Diemen-Zuid,"['metro51', 'metro50', 'metro53']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid']",2,"['Overamstel', 'Van der Madeweg']"
a5c105f0-7e25-11e9-8012-7831c1d08f6a,Waterlooplein,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",1,['Spaklerweg']
a5c3f594-7e25-11e9-afff-7831c1d08f6a,Bullewijk,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Spaklerweg']
a5c4fdf4-7e25-11e9-9b54-7831c1d08f6a,Centraal Station,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5c5fbbe-7e25-11e9-9c6d-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
a5c8e98c-7e25-11e9-b7cd-7831c1d08f6a,Station Bijlmer ArenA,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Centraal Station']
a5c9bab0-7e25-11e9-bc54-7831c1d08f6a,Centraal Station,['metro54'],Waterlooplein,"['Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5cd2830-7e25-11e9-9404-7831c1d08f6a,Station Holendrecht,"['metro51', 'metro54']",Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",1,['Spaklerweg']
a5cded7e-7e25-11e9-8240-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a5d1f23e-7e25-11e9-9c85-7831c1d08f6a,VU medisch centrum,"['metro54', 'metro51', 'tram24']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum']",2,"['Spaklerweg', 'Amstelveenseweg']"
a5d2f7e2-7e25-11e9-acce-7831c1d08f6a,Centraal Station,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5d437e2-7e25-11e9-bc57-7831c1d08f6a,Station Zuid,['metro51'],Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']",0,[]
a5d5155e-7e25-11e9-9b3d-7831c1d08f6a,Vijzelgracht,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht']",0,[]
a5d81506-7e25-11e9-9619-7831c1d08f6a,Burg.de Vlugtlaan,['metro51'],Station Zuid,"['Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan']",0,[]
a5da364c-7e25-11e9-be5a-7831c1d08f6a,Station Zuid,['metro52'],Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
a5dd8f22-7e25-11e9-9eb5-7831c1d08f6a,Noorderpark,"['metro51', 'metro52']",Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark']",1,['Station Zuid']
a5deaa7e-7e25-11e9-bd4b-7831c1d08f6a,Overamstel,"['metro52', 'metro51']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel']",1,['Station Zuid']
a5e29b18-7e25-11e9-9483-7831c1d08f6a,Noord,"['metro54', 'metro52']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Centraal Station']
a5e4d44c-7e25-11e9-ab26-7831c1d08f6a,Europaplein,"['metro51', 'metro52']",Overamstel,"['Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein']",1,['Station Zuid']
a5e59c4c-7e25-11e9-aa08-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a5e698c6-7e25-11e9-8fac-7831c1d08f6a,Centraal Station,['metro54'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a5e7dc1e-7e25-11e9-8cfd-7831c1d08f6a,Station Zuid,['metro51'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']",0,[]
a5e94b6e-7e25-11e9-a3f0-7831c1d08f6a,Amstelstation,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
a5ebbf5c-7e25-11e9-954a-7831c1d08f6a,Weesperplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",1,['Centraal Station']
a5edcc5c-7e25-11e9-ae30-7831c1d08f6a,Amstelveenseweg,"['metro54', 'metro51']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']",1,['Spaklerweg']
a5ef1328-7e25-11e9-adeb-7831c1d08f6a,Amstelstation,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",0,[]
a5f2d1f4-7e25-11e9-a186-7831c1d08f6a,Station Lelylaan,"['metro54', 'metro51']",Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan']",1,['Spaklerweg']
a5f3ac1c-7e25-11e9-a0e2-7831c1d08f6a,Vijzelgracht,['metro52'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht']",0,[]
a5f3b9f0-7e25-11e9-b713-7831c1d08f6a,Station Holendrecht,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht']",0,[]
a5f609b4-7e25-11e9-bf7a-7831c1d08f6a,Europaplein,"['metro51', 'metro52']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein']",1,['Station Zuid']
a5f70826-7e25-11e9-af5d-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
a5f969e2-7e25-11e9-90f2-7831c1d08f6a,Weesperplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",1,['Centraal Station']
a5fb183a-7e25-11e9-83b5-7831c1d08f6a,Van der Madeweg,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg']",0,[]
a5fd7bde-7e25-11e9-9db8-7831c1d08f6a,Waterlooplein,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",0,[]
a601aaf6-7e25-11e9-9b9b-7831c1d08f6a,Isolatorweg,"['metro54', 'metro51']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk', 'Isolatorweg']",1,['Spaklerweg']
a6046cc8-7e25-11e9-97ce-7831c1d08f6a,Henk Sneevlietweg,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Station Zuid']
a607898a-7e25-11e9-956d-7831c1d08f6a,Station Sloterdijk,['metro51'],Heemstedestraat,"['Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",0,[]
a6097470-7e25-11e9-9b9c-7831c1d08f6a,Nieuwmarkt,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt']",1,['Spaklerweg']
a60ab8ee-7e25-11e9-bfe0-7831c1d08f6a,Amstelstation,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",0,[]
a60ac85c-7e25-11e9-b73f-7831c1d08f6a,Centraal Station,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station']",0,[]
a60b8d0a-7e25-11e9-8e8c-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
